SMILES	ATSC6dv	X3sol	VSA_EState3	X2sol	PEOE_VSA8	H-050	GATS1c	SLogP	observed	predicted
COc1ccccc1F	0.87	-0.28	-0.55	-0.55	-0.82	-0.53	-0.55	-0.29	2.631088476365141	2.6123891820988634
CC(C)ON=O	0.1	-1.1	-0.07	-0.9	-0.82	-0.53	0.78	-0.76	2.495752416037327	2.5255474436506304
COC(=O)c1ccc(C)cc1C	0.69	0.62	-0.55	0.4	-0.82	-0.53	0.49	-0.13	2.703850011576653	2.701094695630716
COc1cccc2ccccc12	0.24	0.84	-0.03	0.33	0.03	-0.53	-0.7	0.35	2.7341194621094815	2.7260340803226755
O=[N+]([O-])c1ccc(F)cc1F	0.69	-0.11	1.61	-0.21	1.08	-0.53	-1.72	-0.26	2.6813769331998136	2.6856044456622565
CC1=CCC(O)(C(C)C)CC1	-0.5	0.58	1.62	0.42	-0.82	0.85	0.03	0.14	2.6831821710974526	2.6991703801803313
C#CCCC(C)=O	-0.32	-0.95	-0.55	-0.73	1.19	-0.53	-1.45	-0.82	2.625466793609239	2.625497798161321
Cc1ccc(C(=O)O)c(C)c1	1.19	0.32	1.32	0.33	-0.82	0.85	0.63	-0.18	2.733317662782867	2.7344209824817534
NCCCO	0.16	-1.19	1.18	-1.28	0.22	3.61	0.44	-1.87	2.66337107549875	2.669544101357946
O=C1CCC(=O)N1Cl	0.1	0.37	-0.55	-0.17	3.03	-0.53	0.39	-1.27	2.6898857588421032	2.684108474095476
Cc1ccc(C)c(C)n1	0.83	0.04	-0.55	-0.1	0.96	-0.53	-0.41	-0.18	2.6481159567559627	2.6517763450870437
c1ccc(/N=N/c2ccccc2)cc1	-0.94	0.94	1.22	0.7	-0.82	-0.53	-0.97	1.15	2.7529315116505186	2.761189141578302
Ic1ccccc1	0.1	-0.02	-0.55	-0.06	-0.26	-0.53	-1.28	0.0	2.6642187553031396	2.654777529588522
CC(Br)C(C)Br	0.1	0.12	-0.55	0.1	0.69	-0.53	-0.55	0.17	2.637639805358698	2.6611465989213237
S=C=S	0.1	-1.6	-0.55	-1.17	-0.14	-0.53	0.32	-0.8	2.503994848765824	2.476300457385941
CSC(C)C	0.1	-0.89	-0.37	-0.79	-0.82	-0.53	-0.64	-0.34	2.553822366753853	2.563892626395346
C=CC(F)(Cl)C(F)(F)Br	0.1	-0.05	-1.24	-0.64	-0.82	-0.53	1.27	0.49	2.5713011255662694	2.552697976470822
CCOc1ccc(C#N)cc1	1.07	0.26	1.28	-0.01	-0.82	-0.53	-0.49	-0.21	2.725217185813792	2.7134692876409314
COCCOCCOCCOC	0.18	-0.19	-0.55	-0.13	1.41	-0.53	-0.73	-1.25	2.6894420578616383	2.6717404241680573
CCC(C)(CC)C(=O)O	0.72	0.13	1.32	-0.27	-0.82	0.85	0.97	-0.25	2.6813769331998136	2.675634750225158
COc1ccccc1[N+](=O)[O-]	-1.33	0.32	1.68	0.12	0.13	-0.53	-1.08	-0.43	2.7404811172953423	2.735658852535864
CC(=O)N(C)c1ccccc1C	0.21	0.64	-0.55	0.44	2.26	-0.53	0.68	-0.2	2.7268494135432264	2.716413787675728
CCCCCCCCCCCCS	0.08	0.05	-0.55	0.16	-0.82	0.85	0.03	1.61	2.738106403558114	2.740674015642861
COCCOC(=O)c1ccccc1C(=O)OCCOC	-2.58	1.76	-0.55	1.62	1.41	-0.53	0.24	-0.63	2.7875667325987648	2.771616361684426
CCOC(=O)c1ccccc1Cl	-0.89	0.7	-0.45	0.45	-0.82	-0.53	0.49	0.14	2.712775931676611	2.7054696039558785
C=C(C)C1CCC(C)C(=O)C1	-0.95	0.45	-0.55	0.32	1.11	-0.53	-1.01	0.18	2.6942980134134284	2.7124148808226427
CC(C)CCc1ccccc1	-0.72	0.05	-0.55	0.18	-0.82	-0.53	-0.79	0.62	2.675182381453396	2.683057593816333
Nc1ccccc1C(F)(F)F	-0.53	-0.14	-0.55	-0.4	0.07	2.23	1.61	-0.0	2.662899426362577	2.6852086134757744
C=CCc1ccc2c(c1)OCO2	-0.22	0.75	-0.55	0.39	-0.82	-0.53	0.19	-0.09	2.705564390520156	2.7112649100725474
CCO[Si](CC)(OCC)OCC	0.88	1.06	-0.55	0.61	3.23	-0.53	2.53	-0.15	2.6351317452471763	2.640798897489028
CO[SiH](OC)OC	1.48	-0.11	-0.55	-0.45	2.52	-0.53	2.04	-1.67	2.5491872461344083	2.5664016540214782
FC(F)(F)C(Cl)=C(Cl)Cl	0.1	-0.17	-0.87	-0.05	-0.82	-0.53	1.82	0.72	2.5578078557646045	2.561028202054821
CCCCOCCOCCOC(C)=O	-0.22	0.06	-0.55	0.43	1.3	-0.53	0.15	-0.57	2.7144555024904737	2.7042846365839983
Sc1ccccc1S	0.24	0.4	-0.55	-0.05	0.72	2.23	-0.61	-0.02	2.7117228918272347	2.702242917648131
NCc1ccccc1	0.27	-0.28	-0.55	-0.55	0.21	2.23	0.54	-0.72	2.6610076909010316	2.6599678749364393
CC(=O)c1ccccc1O	1.0	0.14	1.41	0.03	-0.82	0.85	-0.35	-0.44	2.69121414838279	2.698484560696938
CCc1cccc(CC)c1N	0.74	0.51	-0.55	0.01	0.07	2.23	1.2	0.07	2.7064190488337676	2.708889934830224
C=CC(Cl)CCl	0.1	-0.31	-0.56	-0.73	0.1	-0.53	-0.97	-0.17	2.59011703478479	2.59739307665371
Clc1cc(Cl)c(Cl)cc1Cl	0.1	1.38	-0.19	0.83	-0.82	-0.53	-0.93	1.27	2.714036218347168	2.717790179502849
FC(F)=C(Cl)Cl	0.1	-1.6	-0.55	-0.5	-0.82	-0.53	0.43	0.15	2.465605890646286	2.4977651219934196
COC(=O)CCC(C)=O	-1.23	-0.49	-0.55	-0.29	0.19	-0.53	0.18	-1.11	2.671311720661767	2.66241707394851
CC(O)c1ccccc1	0.29	-0.11	1.4	-0.21	-0.82	0.85	-0.26	-0.35	2.679564160112239	2.667876057487503
CCC(=O)N(CC)CC	1.17	-0.17	-0.55	-0.53	2.23	-0.53	1.07	-0.65	2.666658354789331	2.6618209435571356
Cn1cccc1	0.1	-0.65	-0.55	-0.8	2.22	-0.53	-0.41	-0.8	2.588999590499436	2.590498713597237
C=CC	0.1	-1.6	-0.55	-1.59	-0.82	-0.53	-0.07	-0.69	2.3524719512989516	2.406079307748407
Cc1ccccc1-c1ccccc1C	-0.24	1.21	-0.55	0.82	-0.82	-0.53	-1.32	1.06	2.7235788004625765	2.745389002062819
C(=Nc1ccccc1)=Nc1ccccc1	-0.96	1.08	-0.55	0.86	-0.82	-0.53	0.04	0.97	2.781144779820685	2.7531460998499764
O=C(Cl)OCCCl	0.1	-0.76	-0.55	-0.38	1.0	-0.53	1.17	-0.44	2.631595948357801	2.5903552322605616
O=Cc1cccc(F)c1	0.03	-0.28	-0.55	-0.55	0.05	-0.53	-1.43	-0.41	2.6494808973220154	2.6509385686222884
Clc1c(Cl)c(Cl)c(C(Cl)Cl)c(Cl)c1Cl	0.32	3.27	-0.44	2.22	0.05	-0.53	-0.88	2.62	2.7832959993528457	2.787195284117172
CCOCCO	0.01	-1.05	1.2	-1.12	0.22	0.85	-0.34	-1.44	2.610819800835439	2.611803210392645
C=CC(C)(O)CC(C)C	0.69	-0.5	1.48	0.01	-0.82	0.85	0.44	-0.2	2.6228872274491244	2.619867668777022
O=S(=O)(Cl)C(F)(F)F	0.1	-1.6	-0.55	0.72	0.85	-0.53	1.67	-0.77	2.482373285458582	2.504963997974124
CCCN=C=O	-0.57	-1.05	-0.55	-1.12	-0.82	-0.53	0.54	-0.98	2.552242228356702	2.5492888988174505
CC1=CC(=O)CCC1(C)C	-0.74	0.33	-0.55	0.32	0.19	-0.53	-0.78	0.02	2.690329006973969	2.7086319146307924
FC(F)=C(F)I	0.1	-1.6	-0.55	-1.09	-0.82	-0.53	0.12	0.11	2.481657572570985	2.4784403609632606
Cc1ccc[nH]1	0.1	-0.65	-0.55	-0.8	1.04	0.85	0.38	-0.61	2.6234043678792496	2.6245368363215675
CC(OP(C)(=O)F)C(C)(C)C	-3.03	-0.04	-0.55	0.76	0.23	-0.53	2.14	0.59	2.6731591954541862	2.66163271310336
C=CCOC(C)=O	-0.11	-0.95	-0.55	-0.73	0.27	-0.53	0.79	-0.98	2.5759379717686035	2.579768700570064
CCC(C)(C)C(C)(C)C	0.36	0.07	-0.55	0.18	-0.82	-0.53	1.55	0.75	2.6163179419637905	2.6230698466175464
Cc1cccc(Oc2ccccc2)c1	-0.52	0.94	-0.55	0.83	-0.82	-0.53	-0.14	0.95	2.7365160164218456	2.7341416282908404
CCN(C#N)CC	0.5	-0.6	1.22	-0.94	1.23	-0.53	1.21	-0.94	2.663842212973794	2.661423251166239
CCC1(O)CCCCC1	0.45	0.07	1.54	-0.17	-0.82	0.85	0.09	-0.13	2.6426128870881476	2.660938035645541
COc1ccc(OC)c(N)c1	0.64	0.44	-0.55	0.06	0.13	2.23	0.08	-0.63	2.734919783872693	2.720406466282027
CC(C)=CC(=O)Cl	0.1	-0.99	-0.63	-0.27	-0.82	-0.53	0.19	-0.36	2.622369470494735	2.572199713895754
CN1CCNCC1	0.18	-0.51	0.16	-0.63	3.28	0.85	0.18	-1.75	2.6140002945951797	2.61294306618941
O=[N+]([O-])c1ccccc1I	-0.57	0.76	1.66	0.56	0.13	-0.53	-1.85	-0.06	2.750624088449305	2.736185709510194
COC(=O)CCCC(=O)OC	3.6	-0.0	-0.55	-0.06	1.19	-0.53	0.64	-1.13	2.6876627068858356	2.7145341403313448
CCOC(=O)c1ccc(C)cc1	-0.83	0.47	-0.55	0.32	-0.82	-0.53	0.59	-0.07	2.703420357325243	2.696184508494902
Cc1cc([N+](=O)[O-])ccc1[N+](=O)[O-]	-0.61	0.74	3.9	0.75	2.9	-0.53	-1.86	-0.3	2.745972134854524	2.757023760951951
CCC(C)(CC)CC	0.35	-0.13	-0.55	-0.57	-0.82	-0.53	1.26	0.59	2.592565338155902	2.5886635839357184
FC(F)(F)CCl	0.1	-1.6	-0.55	-1.42	-0.82	-0.53	1.9	-0.32	2.445993181787647	2.4207218503414247
CC(C)CCCC(C)[C@H]1CC[C@H]2C3CC=C4C[C@@H](O)CCC4(C)[C@H]3CCC21C	0.31	4.77	1.66	4.2	-0.82	0.85	-0.14	3.22	2.8015066112100895	2.8201940128018474
C=CC(OC)OC	1.24	-0.6	-0.55	-0.94	1.41	-0.53	0.26	-0.95	2.5576876191963103	2.5605325433066257
CCCCOC(=O)C(C)C	-0.4	-0.22	-0.55	-0.18	-0.82	-0.53	0.86	-0.19	2.631595948357801	2.633659409305599
CCN1CCCC1	0.35	-0.42	-0.55	-0.72	-0.82	-0.53	-0.15	-0.75	2.576514112051963	2.582220298180792
NCC1CCCCC1	0.16	-0.28	-0.55	-0.55	-0.82	2.23	0.95	-0.48	2.6366383187350237	2.6518712078449758
O=C(O)C(F)(F)C(F)(F)C(F)(F)F	-0.73	-1.1	1.05	-0.9	-0.82	0.85	0.88	-0.24	2.595661530898903	2.5904000100745854
Fc1ccc(I)cc1	0.1	-0.02	-0.55	-0.06	-0.26	-0.53	-0.83	0.09	2.6591076791998134	2.6572027878381577
Clc1ccc2cccc(Cl)c2c1	0.41	1.21	0.23	0.91	1.6	-0.53	-1.04	1.17	2.747139803102036	2.7543218414920942
CC(C)(Br)C(=O)O	0.1	-0.27	1.22	0.33	-0.82	0.85	0.91	-0.66	2.67407999402218	2.6714460794878203
CC(=O)c1cccc(Cl)c1	0.23	0.23	-0.41	0.28	0.84	-0.53	-1.05	0.16	2.7136165290200505	2.695926026010866
CC1CCCC(C)N1	0.51	-0.34	0.21	-0.34	1.07	0.85	0.77	-0.48	2.602222821229977	2.608102335417136
CC1C=CC2C(C1)C2(C)C	0.48	0.6	-0.55	0.4	-0.82	-0.53	-0.12	0.36	2.6455696293511513	2.6533576144652047
C=CCC(O)CC=C	0.3	-0.7	1.38	-0.66	-0.82	0.85	-0.02	-0.5	2.6275194713376826	2.627708179747139
C=Cc1ccc(OC)cc1	0.11	0.19	-0.55	-0.18	-0.82	-0.53	-0.5	0.03	2.679564160112239	2.6633021345075685
Cc1ccc(Oc2ccc(C)cc2)cc1	-1.56	1.23	-0.55	1.12	-0.82	-0.53	-0.09	1.14	2.746750929077215	2.746863899722598
CC(C)(C)c1ccc2ccccc2c1	-1.25	1.13	0.03	1.21	-0.82	-0.53	-0.71	1.17	2.7396909879372124	2.740009148804758
CCC(Br)Br	0.1	-0.66	-0.55	0.12	-0.82	-0.53	0.37	0.14	2.6092207766361666	2.5977862537576053
CC12CCC(C(Br)C1=O)C2(C)C	0.1	2.24	-0.55	1.17	0.03	-0.53	-0.97	0.31	2.738106403558114	2.7373220357269754
C=CCN	0.1	-1.31	-0.55	-1.45	0.21	2.23	1.22	-1.36	2.5138166729404823	2.5337937333199316
CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl	-0.7	3.68	-0.0	3.06	0.97	-0.53	1.02	0.6	2.7963314489015128	2.803926808276589
COc1ccnc2ccccc12	-0.0	0.84	-0.32	0.33	1.0	-0.53	-0.71	-0.03	2.7144555024904737	2.7345853632380788
CC(C)CI	0.1	-0.43	-0.55	-0.79	-0.12	-0.53	-0.31	-0.13	2.5957717020009405	2.5800575295994754
CCOc1cc(Cl)c(N)c(Cl)c1	-0.63	1.07	-0.36	0.74	1.08	2.23	0.36	0.43	2.738899418444579	2.7643378987064944
CC(C)(C)CO	0.1	-0.99	1.27	-0.55	0.22	0.85	0.03	-0.8	2.587318014514068	2.5967172171924457
Cc1cc(Cl)cc(Cl)c1Cl	0.37	1.04	-0.18	0.66	-0.03	-0.53	-0.65	1.05	2.7016974770258484	2.7102839590510204
CCSC#N	0.1	-0.99	1.55	-0.97	0.08	-0.53	-0.32	-0.68	2.622369470494735	2.597291065954625
Clc1cc(Cl)c2ccccc2n1	0.44	1.12	-0.11	0.91	0.03	-0.53	-0.02	0.79	2.743627337570885	2.7459450953629716
CC(=O)Br	0.1	-1.6	-0.55	-0.57	0.27	-0.53	-0.45	-0.86	2.543012046377035	2.518185162215943
CC(C)(C)Oc1ccccc1	-0.32	-0.09	-0.55	0.55	-0.82	-0.53	0.03	0.36	2.6614813978436156	2.667721087873871
CC(C)CCOCCC(C)C	-0.24	-0.42	-0.55	0.15	1.25	-0.53	-0.45	0.51	2.648993910859345	2.651416715829732
C=C(C)C(=O)O	0.1	-0.83	1.16	-0.75	0.06	0.85	1.05	-1.04	2.6396358768118477	2.6349432979426712
CC(C)COC(=O)c1ccccc1	-2.7	0.5	-0.55	0.59	-0.82	-0.53	0.64	0.13	2.7119337041617966	2.7021159960200882
C=C(C)CCC(C)C	-0.12	-0.84	-0.55	-0.34	-0.82	-0.53	0.14	0.45	2.5851786285035163	2.5949965998021867
CC(C)CC(=O)CC(C)C	-0.04	-0.6	-0.55	0.13	1.19	-0.53	-0.74	0.23	2.645962345084391	2.649734706429769
CCC(C)(CC)C(C)(C)C	0.74	0.33	-0.55	0.2	-0.82	-0.53	1.47	0.99	2.646060468555641	2.638687131645194
CN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O	2.89	1.81	1.71	1.23	2.18	-0.53	-0.3	-0.93	2.802191996788943	2.797473200615835
CCC(=O)OCC(C)C	-1.02	-0.49	-0.55	-0.29	0.19	-0.53	0.83	-0.44	2.61294271588699	2.636013055416383
ClC[Si](Cl)(Cl)Cl	0.1	0.45	-0.55	1.94	-0.82	-0.53	2.14	0.08	2.5923433345820435	2.589936465618611
FC(Cl)CCl	0.1	-0.95	-0.55	-1.22	-0.82	-0.53	-0.56	-0.33	2.540141698835551	2.5199983524363225
O=[N+]([O-])CBr	0.1	-0.66	1.42	-0.88	-0.05	-0.53	-2.23	-1.06	2.625466793609239	2.6232676579636722
N#CCc1ccccc1Cl	-0.07	0.31	1.4	0.04	-0.03	-0.53	-1.74	0.07	2.7194555901325703	2.70860551614793
CN(C)/C=N/c1ccccc1	-0.95	0.05	-0.55	0.18	1.39	-0.53	0.13	-0.24	2.602222821229977	2.665724306400953
CCCc1nccnc1C	0.1	0.09	-0.55	-0.13	1.12	-0.53	-0.54	-0.35	2.664782957372622	2.6654110966059137
CCC1CC1	0.1	-0.94	-0.55	-1.05	-0.82	-0.53	0.24	-0.31	2.4900287479278442	2.5057819741105383
CC(=O)c1cc(C)ccc1O	-0.64	0.34	1.44	0.33	-0.82	0.85	-0.31	-0.24	2.6840819838753727	2.70560449881879
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1	-0.07	2.38	-0.26	2.64	1.63	-0.53	-0.55	2.46	2.784724248545718	2.7928938672497727
CC(C)NCc1ccccc1	-0.83	0.05	0.18	0.18	1.15	0.85	0.3	-0.07	2.6749988444271446	2.690523664732988
CNCC(OC)OC	0.8	-0.54	0.08	-0.76	2.43	0.85	0.3	-1.56	2.616107757092463	2.620231981163064
CC(C)=C1CCC(C)CC1=O	0.35	0.32	-0.55	0.33	0.19	-0.53	-0.8	0.27	2.6964874437507436	2.6992532299611627
CCCCOC(=O)CCl	-0.56	-0.25	-0.55	-0.41	-0.82	-0.53	0.58	-0.46	2.6591076791998134	2.6360871061826012
CC1CC(C)CC(C)C1	0.75	-0.21	-0.55	-0.03	-0.82	-0.53	0.5	0.5	2.616107757092463	2.6147558755029934
CCCCCCCCCCCCCCCCCCCCCCC	0.08	1.38	-0.55	1.7	-0.82	-0.53	0.5	4.38	2.8150129311852248	2.8073278655919203
CCCC(Cl)Cl	0.1	-0.93	-0.55	-0.37	-0.82	-0.53	0.36	0.19	2.5876548509957176	2.5590641015373676
CCOC(=O)c1ccccn1	-1.2	0.23	-0.55	0.03	0.15	-0.53	0.42	-0.65	2.712775931676611	2.7116848306057872
CCCC#CCCCCCC	-0.07	-0.33	-0.55	-0.29	1.19	-0.53	-0.68	0.93	2.6736198387747407	2.674118336019631
Clc1cc2c(Cl)c(Cl)c(Cl)cc2c(Cl)c1Cl	0.33	4.0	0.11	2.42	0.87	-0.53	-1.15	2.83	2.808312273973992	2.81392917641739
CC1=CCOCC1	0.1	-0.51	-0.55	-0.63	-0.82	-0.53	-0.87	-0.59	2.591787828645595	2.5865107650419104
CCCCOCOCCCC	-0.5	-0.33	-0.55	-0.29	1.25	-0.53	0.03	0.18	2.6554745946527163	2.6540497674362165
CCCCCCCCCCCCc1ccccc1	0.09	1.09	-0.55	1.11	-0.82	-0.53	-0.45	2.44	2.7789828514439465	2.780144201059401
CN(C)C#N	0.1	-1.13	1.14	-1.07	1.39	-0.53	0.94	-1.43	2.640133464494492	2.6423724595805558
CC(C)C(C)(C)C	0.1	-0.6	-0.55	-0.27	-0.82	-0.53	1.46	0.25	2.548941916664869	2.553357440991732
Clc1cccc(Cl)n1	0.1	-0.04	-0.36	0.05	-0.82	-0.53	0.94	0.06	2.68497993618928	2.6431242728058923
CC(=O)OC(C)C	1.07	-1.06	-0.55	-0.5	0.27	-0.53	0.89	-0.84	2.558408539791075	2.5662732512042887
CC(C)C(O)C(C)(C)CO	0.75	0.2	3.41	0.13	0.03	2.23	0.07	-0.8	2.703420357325243	2.7150296983497153
CO[Si](OC)(OC)OC	3.31	0.98	-0.55	0.13	3.63	-0.53	3.29	-1.44	2.595661530898903	2.603108181519304
Cc1cccc(Br)c1C	0.42	0.65	-0.55	0.18	-0.12	-0.53	-0.95	0.49	2.6876627068858356	2.689694119956047
COC(=O)C(C)O	1.27	-0.58	1.25	-0.69	-0.82	0.85	0.57	-1.74	2.6212282277689853	2.62709482378079
CC(C)C(Br)C(=O)O	0.46	0.37	1.25	-0.04	-0.82	0.85	0.82	-0.51	2.7016974770258484	2.710051113651135
ClC(Cl)=C(Cl)C(Cl)(Cl)Cl	0.1	1.09	-0.59	1.86	-0.82	-0.53	1.32	1.23	2.6836323105261255	2.6760904838088075
Cc1cc(C)c(C)c(O)c1	1.34	0.32	1.46	0.14	-0.82	0.85	0.01	0.02	2.702128838286881	2.6974993860876295
CNc1nc(NC(C)C)nc(SC)n1	-3.72	0.93	0.91	1.01	1.23	2.23	2.43	-0.53	2.7910938735802695	2.776515855496993
CCCCCCNCCCCCC	-0.03	-0.05	0.21	0.04	-0.82	0.85	0.72	0.91	2.7068457481036043	2.691277750371167
Clc1ccc(C(Cl)Cl)c(Cl)c1Cl	0.25	1.97	-0.34	1.49	0.05	-0.53	-0.47	1.79	2.7412698117496443	2.7457300656915495
C=CC#CC	0.41	-1.19	-0.55	-1.28	-0.82	-0.53	-1.5	-0.69	2.521987527782068	2.5185018422520287
CCC#CC(C)C	0.39	-0.95	-0.55	-0.73	1.11	-0.53	-0.69	-0.15	2.566260674190903	2.5683563257868385
CCOc1ccccc1Cl	0.2	0.31	-0.4	0.04	-0.82	-0.53	-0.34	0.28	2.6840819838753727	2.681328700928609
CCCC1CCCCC1=O	-0.13	0.09	-0.55	-0.13	1.11	-0.53	-0.97	0.16	2.6722364404445473	2.668143892759279
CCCCCCCCCCCCCCCCS	0.08	0.63	-0.55	0.82	-0.82	0.85	0.07	2.6	2.7832959993528457	2.784700626926265
Brc1ccc2ncccc2c1	0.47	0.88	-0.29	0.68	1.69	-0.53	-0.83	0.45	2.743627337570885	2.7345801261399476
CC1(C)CC=CCC1	0.23	-0.33	-0.55	-0.17	-0.82	-0.53	-0.28	0.29	2.591231611251554	2.6209752523112964
C/C=C/C=C(C)C	0.18	-0.95	-0.55	-0.73	-0.82	-0.53	-0.81	0.15	2.585065736773766	2.579235046577613
CC(Cl)(Cl)C(Cl)Cl	0.1	0.39	-0.55	0.87	-0.82	-0.53	0.59	0.44	2.629562492778617	2.652513172454582
N#CSc1ccccc1	-0.33	0.11	1.66	-0.06	-0.05	-0.53	-1.02	-0.02	2.69888313675259	2.6933240005653856
C=C(C)C(C)CC	0.31	-0.58	-0.55	-0.69	-0.82	-0.53	0.32	0.2	2.5532153014021373	2.56284561385213
CC1=C(C(=O)O)CCC1(C)C	-1.76	0.61	1.34	0.53	0.06	0.85	0.81	-0.05	2.7231682365428873	2.7273674929411853
CC(C)OC(=O)c1ccccc1	-1.26	0.29	-0.55	0.43	-0.82	-0.53	0.7	-0.02	2.6894420578616383	2.694751878197787
CCC/C=C/CCCCC	-0.07	-0.48	-0.55	-0.46	-0.82	-0.53	0.11	1.03	2.6471383660631504	2.6441465349080815
ClSC(Cl)(Cl)Cl	0.1	0.45	-0.55	1.15	0.9	-0.53	3.03	0.58	2.6239208932516296	2.6296441533512485
C=CC(C)CC	0.18	-0.8	-0.55	-1.02	-0.82	-0.53	0.41	-0.05	2.5150123452580155	2.5286638883708674
C=C(c1ccccc1)c1ccccc1	-0.07	1.14	-0.55	0.73	-0.82	-0.53	-1.14	0.92	2.7404811172953423	2.738407607398831
CC(C)CC(C)CC(C)C	0.18	-0.6	-0.55	0.13	-0.82	-0.53	1.0	0.9	2.6240241246478613	2.619504615512434
CCCCOCc1ccco1	-0.59	0.09	-0.55	-0.04	0.22	-0.53	-0.41	0.19	2.6657216683873965	2.6704540947886692
O=C1OC(=O)c2c1ccc(Cl)c2Cl	-0.41	1.87	-0.48	1.15	-0.82	-0.53	0.54	0.01	2.779704690689162	2.766309443379399
CC/C=C/CC=O	-0.14	-0.9	-0.55	-0.95	0.19	-0.53	-1.52	-0.47	2.595661530898903	2.5881503144107425
ClCCCCCl	0.1	-0.85	-0.55	-0.88	1.02	-0.53	-2.03	-0.03	2.637639805358698	2.6380399111870023
CCCCC(=O)c1ccc(C)cc1	-1.61	0.62	-0.55	0.49	1.06	-0.53	-0.86	0.68	2.7231682365428873	2.71302200976872
CCCCCC(=O)c1ccc(O)cc1O	-0.59	0.97	3.44	0.91	1.14	2.23	-0.09	0.36	2.7896864528171177	2.7799181190928475
CCOCCOCC	-0.62	-0.76	-0.55	-0.79	1.25	-0.53	-0.64	-0.78	2.5938949816955623	2.5871153288330797
O=CCCc1ccccc1	0.31	-0.06	-0.55	-0.21	0.19	-0.53	-1.87	-0.3	2.6964874437507436	2.6827794378585197
Cc1ccc(Cl)c(Cl)c1	0.22	0.56	-0.28	0.24	-0.82	-0.53	-0.86	0.64	2.683092087197129	2.6790144576272086
COCCOCCO	0.18	-0.76	1.22	-0.79	0.3	0.85	-0.49	-1.67	2.6685256885568625	2.658016672710717
COCCC(C)C	0.08	-0.95	-0.55	-0.73	1.33	-0.53	-0.74	-0.39	2.5612803142902894	2.571665545263125
CCCOCC(C)OCC(C)O	-0.08	-0.14	1.38	0.22	0.22	0.85	-0.23	-0.69	2.68587603571674	2.6907416321147126
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC	-3.11	3.26	-0.55	3.03	-0.82	-0.53	0.76	2.62	2.817664512233857	2.8167926385161306
C=C(C)CC(C)C	0.53	-1.06	-0.55	-0.5	-0.82	-0.53	0.15	0.2	2.5499224041295117	2.5509602524349866
FC(F)(F)C1(F)OC1(F)F	0.1	-1.17	-0.55	-1.13	-0.82	-0.53	1.19	-0.29	2.3904935265041733	2.4361464975586333
CCCC(C)=C(C)C	0.31	-0.52	-0.55	-0.51	-0.82	-0.53	-0.37	0.54	2.596542118161749	2.6036529965118427
CC(CC1CCCCC1)CC1CCCCC1	0.08	1.22	-0.55	1.17	-0.82	-0.53	0.06	2.07	2.7546158643306744	2.7826795183152813
O=C(O)C1CCCCC1	-0.42	-0.11	1.3	-0.21	-0.82	0.85	0.61	-0.4	2.703850011576653	2.6964149225722935
O=[N+]([O-])OCC(O)CO	-1.32	-0.49	4.83	-0.29	-0.82	2.23	0.61	-2.37	2.634124451552187	2.681695184515012
CC(C)COCc1ccccc1	-0.31	0.19	-0.55	0.34	0.22	-0.53	-0.7	0.36	2.68587603571674	2.6945873605168944
C=COCCCCCC	-0.04	-0.62	-0.55	-0.62	-0.82	-0.53	-0.39	0.28	2.619249898968967	2.6232569881377485
FC(F)(F)C#CC(F)(F)F	0.1	-1.31	-0.55	-1.45	1.04	-0.53	2.97	-0.11	2.3954137674750178	2.406979331715307
CC(=O)c1ccc(C)cc1O	0.62	0.32	1.45	0.33	-0.82	0.85	-0.31	-0.24	2.7144555024904737	2.7187153837485627
C=C[Si](C)(C)O[Si](C)(C)C=C	0.29	1.28	-0.55	1.81	-0.82	-0.53	2.04	0.36	2.4943633392673084	2.581678283585172
CCCCC(CC)COC(=O)Cl	-0.84	0.03	-0.55	0.37	1.0	-0.53	1.33	0.81	2.6813769331998136	2.673164583080926
CCCC(C)C(C)C(C)C	0.24	-0.05	-0.55	-0.11	-0.82	-0.53	1.07	0.9	2.637639805358698	2.6316878897290503
C=CC[N+](=O)[O-]	0.1	-1.1	1.47	-0.9	-0.05	-0.53	-2.12	-1.16	2.602765147077054	2.6191770503176923
Cc1c(Cl)cccc1[N+](=O)[O-]	-0.0	0.71	1.77	0.45	1.0	-0.53	-1.73	0.17	2.708548365130561	2.72511305623086
CCC(C)C=O	0.1	-0.8	-0.55	-1.02	0.11	-0.53	-1.41	-0.67	2.5630655777602662	2.56228915902445
CCCCNCC	0.07	-0.9	0.16	-0.95	-0.82	0.85	0.78	-0.57	2.5805258341293302	2.5812573528420604
Cc1cc(C)c(C=O)c(C)c1	2.17	0.4	-0.55	0.24	0.05	-0.53	-1.55	0.08	2.7089729784630787	2.710150775287001
O=C(Cl)CCCC(=O)Cl	0.41	-0.54	-0.73	0.28	1.19	-0.53	-0.08	-0.38	2.690329006973969	2.676890120060457
CCC(C)(C)Br	0.1	-0.79	-0.55	0.08	-0.14	-0.53	1.25	0.18	2.5810959241060507	2.5759290255223797
COC(Cc1ccccc1)OC	-0.44	0.43	-0.55	0.15	2.41	-0.53	-0.31	-0.28	2.692979037459632	2.706863369622717
