SMILES	SLogP	EEig02d	VSA_EState2	ATSC8dv	FPSA4	VSA_EState9	ATSC8c	ATSC8se	F08(O-O)	H-051	observed	predicted
CN1CCc2ccccc2C1	-0.28	-1.44	-0.88	0.31	-1.09	0.97	0.03	0.14	-0.28	-0.63	2.14	1.7454167587070641
NC(=O)NCCN1CCc2cccc(Cl)c2CC1	-0.44	-0.04	-0.03	0.64	-0.32	-0.18	0.24	-0.36	-0.28	-0.63	2.07	1.5567035984278847
CC(C)C(N)C(=O)NC(C(=O)O)C(C)C	-1.19	0.25	0.73	0.1	0.55	-0.18	-0.28	-0.83	-0.28	0.51	-2.82	-0.505609022070942
O=C1C=CC(=O)N1	-1.81	0.61	0.55	0.19	1.31	-0.18	-0.01	0.12	-0.28	0.51	-0.29	-1.0250097827322757
CCC(C)c1nnc(N)o1	-0.59	-0.73	-1.07	0.54	0.45	-0.18	0.11	0.31	-0.28	-0.06	0.62	0.5223680286383836
CNC(=O)c1ccco1	-0.92	-1.1	-0.21	0.19	1.6	0.64	-0.01	0.12	-0.28	-0.63	0.23	0.39678024896826736
CC(C)(NC(=O)C(Br)C(C)(C)C)c1ccccc1	1.07	0.38	-0.1	0.93	-0.99	-0.18	-0.04	0.53	-0.28	-0.06	3.47	3.6739314460084334
CCOP(=S)(OCC)Oc1ccc(F)nc1	0.48	0.15	-0.79	0.73	0.35	-0.18	0.07	1.04	-0.28	-0.63	3.51	2.869633593198828
CCCCNCc1cccnc1	-0.09	-1.21	-0.74	-0.26	-0.61	-0.18	0.01	0.06	-0.28	-0.63	1.34	2.1675784582080873
Oc1ccc(C(c2ccc(O)cc2)c2cccnc2)cc1	0.96	-0.25	-0.73	-0.06	-0.13	-0.18	0.64	0.11	-0.28	-0.63	3.13	3.5087441084542674
CCOC(=O)CN1C(=O)CC1Oc1ccc(C(=O)c2ccccc2)cc1	0.18	0.55	1.9	-0.73	0.26	-0.18	0.47	-1.53	-0.28	1.65	3.0	2.378325516946466
O=C(Cc1ccccc1)NCCNCC(O)COC/C=C/c1ccccc1	-0.06	-0.1	-0.12	0.7	0.07	-0.18	0.33	0.97	0.63	0.51	1.76	1.9741485229605842
CCCCCCC(C)=O	0.26	-1.19	-0.23	-0.02	-1.18	-0.18	-0.13	-0.13	-0.28	2.22	2.37	2.348967592039739
CC(=O)c1ccc2ccc3cccc4ccc1c2c34	1.65	0.83	-0.12	-0.09	-1.57	-0.18	-0.18	-0.16	-0.28	1.08	4.18	4.4027965055015885
CCCCc1ccc(NC(C)=O)c(Br)c1	1.01	-0.84	-0.19	-0.32	-0.89	-0.18	0.0	-0.35	-0.28	1.08	3.39	3.852569337243588
c1ccc(-c2nc3ccccc3s2)cc1	1.14	0.05	-0.7	0.44	-1.18	-0.18	-0.03	0.2	-0.28	-0.63	4.26	3.9937223618460234
CN(C)/N=N/c1ccc(C(=O)O)cc1	-0.11	-0.1	-0.22	1.03	0.45	1.67	1.38	1.3	-0.28	-0.63	2.33	1.997383192955963
NC(=O)c1cnccn1	-1.57	-1.0	0.35	0.19	2.18	-0.18	-0.01	0.12	-0.28	-0.63	-0.6	-0.7900103966047131
NS(=O)(=O)c1cc(S(=O)(=O)c2ccccc2CNCc2ccccn2)cs1	-0.13	3.82	-0.73	0.85	-0.61	-4.3	0.58	0.19	-0.28	0.51	-0.52	1.3189297295120677
O=C(O)c1ccccn1	-0.83	-0.69	0.04	0.19	1.03	-0.18	-0.01	0.12	-0.28	-0.63	0.72	0.7656332864250361
COc1c(OC)c(OC(=O)C(C)(C)C)c2ccccc2c1OC(=O)C(C)(C)C	1.63	1.04	0.95	-4.85	0.35	1.34	-1.55	-2.65	-0.28	-0.63	5.69	4.841049758581203
Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl	1.94	-0.26	-1.07	0.19	-2.34	-0.18	-0.01	0.12	-0.28	-0.63	5.62	5.6795453277698
O=C(O)C(Cl)(Cl)Cl	-0.42	-0.65	-0.29	0.19	-1.66	-0.18	-0.01	0.12	-0.28	-0.63	1.33	1.4961518764608224
Clc1ccc(/C=N/OCCc2nnc(-c3ccccc3)[nH]2)cc1	0.99	0.27	-0.39	1.2	-0.8	-0.18	0.65	0.25	-0.28	0.51	2.83	3.5318881702568277
CCc1ccccc1CNc1ncnc2[nH]cnc12	0.25	-0.13	0.19	-1.99	0.45	-0.18	-0.03	-0.53	-0.28	-0.63	2.92	2.751768630056718
Oc1ccc(Br)cc1Br	0.49	-0.32	-1.07	0.19	-1.38	-0.18	-0.01	0.12	-0.28	-0.63	3.22	3.694955926409271
N#Cc1ccccc1[N+](=O)[O-]	-0.4	-0.01	-0.29	0.19	-0.7	-0.18	-0.01	0.12	-0.28	-0.63	1.02	1.5546812580166627
O=C(O)c1cccc(F)c1	-0.37	0.09	-0.25	0.19	-0.13	-0.18	-0.01	0.12	-0.28	-0.63	2.15	1.6070766381333181
COc1cccc(C(=O)O)c1O	-0.63	-0.01	-0.22	0.57	2.18	0.54	0.32	0.34	-0.28	-0.63	1.94	1.0481664334921446
CN(C)C1=CC(=O)c2ccccc2C1=O	-0.38	0.77	0.97	1.18	-0.03	1.67	0.09	0.51	-0.28	-0.06	1.9	1.3848165388534406
C[N+](C)([O-])CCc1ccccc1	-0.2	-0.46	-1.07	0.22	0.55	1.58	0.0	0.14	-0.28	-0.63	-0.28	1.3576542646010183
C#CCCOCn1ccnc1/C=N/O	-0.88	-1.08	-0.75	-0.1	1.12	-0.18	-0.12	-0.23	-0.28	-0.06	0.67	0.29169388242567174
COC(=O)c1ccsc1	-0.36	0.6	-0.21	0.19	0.35	0.54	-0.01	0.12	-0.28	-0.63	1.76	1.7217513389948285
O=c1cc(-c2ccccc2)oc2ccc(Cl)cc12	1.23	0.22	-0.1	0.17	-0.89	-0.18	-0.04	0.24	-0.28	-0.63	3.92	4.161158087248222
CC(=O)c1ccc(C(=O)OCCN(C)C)cc1	-0.32	0.97	0.91	-1.48	-0.22	1.84	-0.68	-0.77	-0.28	1.08	1.57	1.7235522219662631
CCCC1(CCC)C(=O)NC(=S)NC1=O	-0.63	0.44	0.84	0.81	-0.41	-0.18	-0.02	0.18	-0.28	-0.63	2.66	1.37475417682701
CC(C)CCNc1ncnc2[nH]cnc12	-0.19	-0.47	0.17	-1.57	1.03	-0.18	0.22	-0.3	-0.28	-0.63	2.51	1.9326914242742244
CCCN(CCC)C(=O)COC(=O)c1ccccc1	0.23	0.05	0.97	-1.57	-0.03	-0.18	0.16	-0.58	-0.28	0.51	2.65	2.6079142052950637
CCC(C)C(NC(C)=O)C(=O)NC(C)C(=O)NC(C(N)=O)C(C)C	-1.52	0.29	2.73	1.76	0.55	-0.18	2.71	2.48	1.55	2.79	-0.21	-0.5689701813315435
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cc(Cl)ccc1Cl	1.52	0.7	0.97	0.72	-1.09	-0.18	0.12	0.23	-0.28	-0.63	3.36	4.17626780298315
OCCSCCO	-1.49	-1.73	-1.07	0.22	0.83	-0.18	0.23	0.15	-0.28	-0.63	-0.63	-0.5998490548005273
N#CSCc1ccccc1	0.17	-0.12	-1.07	0.06	-1.38	-0.18	-0.08	0.06	-0.28	-0.63	1.99	2.8968710659241768
CCn1nnnc1Oc1ccc(NC(=O)N(C)C)cc1Cl	0.07	0.01	-0.02	1.43	-0.03	1.56	-1.58	-0.43	-0.28	-0.63	1.5	2.273406625254959
Cc1cccc(C=C(C(N)=O)C(N)=O)c1	-1.09	0.01	0.69	-1.23	0.55	-0.18	-1.15	-1.58	-0.28	-0.63	0.4	0.3512991548660693
CC(CC(=O)c1ccc(-c2ccccc2)cc1)C(=O)O	0.94	0.41	0.76	-0.17	-0.61	-0.18	-0.37	-0.49	-0.28	1.08	3.4	3.3228091974324943
COc1cccc(O)c1	-0.44	-0.96	-1.07	0.19	1.31	0.64	-0.01	0.12	-0.28	-0.63	1.34	1.0414721301178027
OCc1ccc(F)cc1	-0.5	-0.85	-1.07	0.19	-0.51	-0.18	-0.01	0.12	-0.28	-0.63	1.36	1.4713142488076087
Brc1ccccn1	-0.17	-1.35	-0.75	0.19	-1.38	-0.18	-0.01	0.12	-0.28	-0.63	1.42	1.910992234587159
O=C(O)CBr	-1.02	-3.0	-0.32	0.19	0.26	-0.18	-0.01	0.12	-0.28	0.51	0.41	0.08953829350849273
C1CN=C2CCCN2C1	-0.76	-1.36	-0.52	0.19	-0.22	-0.18	-0.01	0.12	-0.28	0.51	-0.17	0.4650140712865205
Cc1ccc(C=C(C#N)C#N)cc1	0.19	-0.18	-1.07	-0.49	-1.38	-0.18	0.17	0.12	-0.28	-0.63	2.4	3.01452293598774
NC(=O)c1ccccc1I	-0.45	-0.56	-0.21	0.19	-0.51	-0.18	-0.01	0.12	-0.28	-0.63	0.93	1.504504500774314
CCCCCCCC(=O)NN	-0.48	-0.97	-0.21	-0.22	-0.03	-0.18	0.14	-0.12	-0.28	0.51	1.0	1.1333552955788007
CCSC(=O)Oc1cccc2cccnc12	0.84	0.47	0.19	-0.55	-0.32	-0.18	-0.2	-0.05	-0.28	-0.63	2.74	3.6736904174030705
Cc1cc(O)cc(C)c1Cl	0.33	-0.7	-1.07	0.19	-0.8	-0.18	-0.01	0.12	-0.28	-0.63	3.27	2.777216601230285
CC1NC(=O)C(CC(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(Cc2ccccc2)C(=O)N(C)Cc2ccccc2)NC1=O	-0.09	0.36	4.61	0.29	0.26	0.71	0.01	0.02	1.55	2.79	3.18	2.0893305980938957
O=[N+]([O-])/C=C1\NCCCN1Cc1ccc(Cl)nc1	-0.32	-0.16	0.22	0.22	-0.32	-0.18	0.74	-0.04	-0.28	-0.63	-0.62	1.3336419674913182
Nc1cccc([N+](=O)[O-])c1N	-0.84	-0.36	-0.29	0.19	1.31	-0.18	-0.01	0.12	-0.28	-0.63	1.27	0.7923604650621193
CC(C)c1cccc(C(C)C)c1NC(=O)CC(=O)CCCCCCCCCCO	2.6	0.11	0.92	-0.21	-0.7	-0.18	0.69	0.13	-0.28	1.65	4.2	5.861603523936738
CCCC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C	0.7	1.48	1.91	-2.44	-0.13	-0.18	-1.12	-2.36	-0.28	2.79	3.55	3.2536142613146395
Clc1cccnn1	-0.61	-1.48	-1.07	0.19	-1.47	-0.18	-0.01	0.12	-0.28	-0.63	0.1	1.2517339071081124
COc1ccc(C=C(C(C)=O)C(C)=O)c(OC)c1	0.09	0.18	0.76	1.2	0.45	1.44	1.78	1.56	1.55	2.79	1.88	2.0161018930563857
COP(=S)(OC)Oc1c(Cl)cccc1C#N	0.61	0.3	-1.07	0.38	0.55	1.28	-0.2	0.55	-0.28	-0.63	3.58	2.057020270393941
O=C1CC(Oc2ccc(C(=O)/C=C/c3ccccc3)cc2)N1	0.42	1.02	0.77	-0.66	-0.41	-0.18	0.13	-0.13	-0.28	1.08	2.56	2.9560698534371945
C#CCNC(=O)NCCCCC(NC(C)=O)C(=O)NCc1ccccc1	-0.75	-0.03	1.75	1.19	0.64	-0.18	-0.07	0.94	-0.28	1.65	0.23	0.34508217292337034
Nc1ccc(C(=O)O)c(O)c1	-0.89	-0.26	-0.24	0.45	2.37	-0.18	0.49	0.26	-0.28	-0.63	0.89	0.45680718473249
CC(=O)NC(Cc1ccccc1)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O	-1.13	0.34	3.82	0.3	0.45	-0.18	1.97	1.11	1.55	3.93	0.65	0.2417444807879214
CCCCl	-0.3	-3.27	-1.07	0.19	-1.66	-0.18	-0.01	0.12	-0.28	-0.63	2.04	1.8760493656687243
O=C(O)c1cc(O)ccc1O	-0.82	-0.13	-0.24	0.19	1.79	-0.18	-0.01	0.12	-0.28	-0.63	1.74	0.8538389959068956
C=C1C(=O)OC2C1C(O)CC(C)C1CCC(=O)C12C	-0.4	0.99	0.88	0.67	-0.32	-0.18	0.09	0.12	-0.28	0.51	0.23	1.3079016368552074
COC[n+]1ccn(C)c1/C=N/O	-1.48	-1.64	-1.07	0.45	4.48	1.65	-0.08	-0.01	-0.28	-0.06	-3.0	-2.368123114329106
Cc1ccc(Cl)c(Cl)c1	0.73	-0.48	-1.07	0.19	-1.95	-0.18	-0.01	0.12	-0.28	-0.63	3.95	4.0045634976900395
CCCCOc1cccc(O)c1	0.28	-0.88	-1.07	-0.04	0.26	-0.18	0.11	0.09	-0.28	-0.63	3.03	1.576154859926993
O=C1c2ccccc2-c2cc([N+](=O)[O-])ccc21	0.42	0.16	0.72	-0.42	-0.99	-0.18	-0.12	-0.77	-0.28	-0.63	3.06	3.283362698305129
C#CC(C)(C)OC[n+]1ccn(C)c1/C=N/O	-1.0	-1.02	-1.07	0.05	2.18	0.79	0.47	0.01	-0.28	-0.06	-1.62	-1.645450247170013
O=C(Cc1ccccc1)NCCNCC(O)COC1CCCc2ccccc21	0.17	0.15	-0.11	0.27	-0.13	-0.18	-0.03	0.55	0.63	0.51	1.68	2.3296525204542213
CC(C)(C)Nc1nc(N)nc(O)n1	-1.08	-0.17	-0.19	2.07	1.51	-0.18	0.76	1.15	-0.28	-0.63	2.07	0.975889787339736
CC(=O)c1ccc(S(N)(=O)=O)cc1	-0.98	1.28	-0.19	-1.29	-0.7	-2.11	-0.78	-1.66	-0.28	1.08	0.2	0.6871894611165646
CCCCCCCCC(CCC)c1ccccc1	2.6	-0.78	-1.07	0.16	-1.38	-0.18	0.01	0.12	-0.28	-0.63	8.07	7.638952178405479
Cc1c(F)cc2[nH]c(=O)c(=O)[nH]c2c1[N+](=O)[O-]	-0.96	0.61	1.85	-0.41	0.16	-0.18	-0.13	-0.65	-0.28	-0.63	0.08	1.2735634621668075
O=C(O)c1ccc(C(=O)O)cc1	-0.64	0.88	0.6	-0.48	0.74	-0.18	-2.35	-0.78	-0.28	-0.63	2.0	1.1514268113687285
O=[N+]([O-])OC1CCCCC1O[N+](=O)[O-]	-0.87	2.46	1.24	0.19	-0.8	-0.18	-0.01	0.12	-0.28	-0.63	2.62	2.2404288269108257
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(Br)c1	1.18	0.7	0.96	0.68	-0.89	-0.18	0.05	0.19	-0.28	-0.63	3.49	3.540450868150193
CN(C)c1ccc(/C=C/[N+](=O)[O-])cc1	-0.07	-0.13	-0.14	1.02	-0.41	1.87	1.52	1.06	-0.28	-0.63	2.67	2.295482520091769
CCCCOc1cccnn1	-0.29	-1.15	-1.07	-0.05	-0.13	-0.18	-0.06	0.08	-0.28	-0.63	1.8	1.7067330410620036
CN1C(=O)CN=C(c2ccc(Cl)cc2)c2cc(F)ccc21	0.72	0.1	0.37	0.49	-0.89	0.7	-0.45	-0.52	-0.28	0.51	3.1	2.962564735509306
NS(=O)(=O)c1ccc(Br)cc1	-0.63	0.02	-1.06	0.19	-1.28	-2.05	-0.01	0.12	-0.28	-0.63	1.36	1.0549476212916533
CN(C)c1ccc(C(O)(Cn2ccnc2)c2ccc(-c3ccncc3)cc2)cc1	1.13	0.28	-0.24	-1.12	-0.03	1.93	-1.04	-0.93	-0.28	-0.63	3.29	3.971255438216315
CC(CO)CNc1ncnc2[nH]cnc12	-1.07	-0.36	0.15	-0.46	1.6	-0.18	0.48	0.1	-0.28	-0.63	0.61	0.5518750325126006
CCOC(=O)C(C(=O)OCC)=C(C(=O)OCC)C(=O)OCC	-0.98	0.99	2.77	-7.23	2.37	-0.18	-1.75	-8.01	-0.28	-0.63	2.63	1.062607842873054
CCCCCCCCCCCCCCP(C)(C)(C)Br	3.29	-0.8	-1.07	0.14	-1.05	-0.18	0.15	0.12	-0.28	-0.63	2.06	6.882909430672387
CN(C)c1cncc(Cl)n1	-0.57	-1.35	-0.29	0.19	0.26	1.81	-0.01	0.12	-0.28	-0.63	1.95	1.1690014864886493
CN(Cc1ccccc1)c1ccccc1	0.74	-0.66	-0.89	0.15	-0.89	0.93	-0.03	0.14	-0.28	-0.63	4.22	3.4070743837631667
O=c1[nH]c2ccccc2[nH]1	-0.78	-0.44	0.22	0.19	0.45	-0.18	-0.01	0.12	-0.28	-0.63	1.12	0.8567064371683716
Cc1nc2ccc(C)c(Sc3ccncc3)c2c(=O)[nH]1	0.6	1.4	0.98	0.26	-0.32	-0.18	0.69	0.37	-0.28	1.08	2.17	2.5965235246896197
CC(=O)C(C)(C)C	-0.31	-0.97	-0.22	0.19	-1.28	-0.18	-0.01	0.12	-0.28	1.08	1.2	1.370733569029067
O=[N+]([O-])c1ccc2cccnc2c1	0.01	0.34	0.06	-0.27	-0.51	-0.18	-0.19	-0.28	-0.28	-0.63	1.82	2.35290793753322
[N-]=[N+]=NC1CC(n2ccc(N)nc2=O)OC1CO	-1.44	0.25	0.37	0.67	0.45	-0.18	-0.48	0.25	-0.28	-0.63	-0.7	-0.044045860969325404
Cc1c(N2CCCC2)c(=O)n(-c2ccccc2)c(=O)n1C	-0.42	0.06	1.14	0.45	0.07	0.72	-0.16	0.32	-0.28	1.08	2.26	1.3048769597727532
[O-][n+]1onc(Cl)c1-c1ccccc1	-0.3	0.11	-1.04	0.19	-0.99	-0.18	-0.01	0.12	-0.28	-0.63	2.82	1.8870074260866616
CC1CCC2CC(=O)N(CC(=O)O)C3OC4(C)CCC1C23OO4	-0.37	0.53	1.89	-1.25	0.26	-0.18	-0.83	-2.47	-0.28	1.65	1.75	1.5162192778246473
Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O	0.27	0.8	-0.11	-0.33	-0.22	-2.35	-0.12	-0.69	-0.28	-0.63	2.19	2.73220214173868
C1CCCCCC2OC2CCCC1	0.96	-0.87	-1.07	0.56	-0.89	-0.18	0.09	0.25	-0.28	-0.63	4.7	3.784845553363896
COc1ccc(C(C)c2ccc(OC)cc2)cc1	1.07	-0.19	-1.07	0.14	-0.32	1.59	-0.28	-0.16	-0.28	-0.63	4.52	3.4822815982845565
COc1ccc(C(=O)N2CCCCC2)cc1	0.12	-0.28	0.06	-1.07	-0.03	0.68	-0.89	-0.73	-0.28	-0.63	2.4	2.552952231946493
CCCCCCN(C)C(=O)c1cccc(Oc2ccccc2)c1	1.86	-0.16	0.08	-0.95	-0.61	0.8	0.38	-0.32	-0.28	-0.63	5.01	5.413879123957158
NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O	-0.55	0.3	1.97	-0.86	0.45	-0.18	-3.22	-2.18	-0.28	1.08	-1.115	0.5299793440152323
CCCCCCCCCCOC(=O)N(C)SN(C)C(=O)O/N=C(\C)SC	2.1	0.53	1.22	0.14	-0.13	1.42	-0.87	-0.69	-0.28	1.08	6.2	5.345012452593885
O=C(N/N=C/c1ccccc1O)c1cccc(Cl)c1	0.43	0.18	-0.12	-0.57	-0.51	-0.18	-0.05	-0.45	-0.28	-0.63	3.83	3.351833423295727
O=C(/C=C/c1ccc(O)c(O)c1)CCCCCO	0.07	0.21	-0.14	-0.38	0.26	-0.18	0.27	0.48	0.63	1.08	1.67	2.342693686678627
CCC1C2CC3C4N(C)c5ccccc5C4(CCN3C1O)C2O	-0.35	0.15	-0.69	0.2	-0.22	0.96	0.14	0.14	-0.28	-0.63	1.81	1.527256447006747
Cc1csc(Cl)c1N=C1NCCN1	-0.14	-0.16	-0.71	1.18	-0.13	-0.18	0.16	0.66	-0.28	-0.63	1.18	1.8677208446206972
CCC(C)c1cccc(C(C)CC)c1O	1.42	-0.39	-1.07	1.05	-0.89	-0.18	0.0	0.27	-0.28	-0.63	4.36	4.39942371438283
CCC(C)(C)C	0.2	-2.73	-1.07	0.19	-1.66	-0.18	-0.01	0.12	-0.28	-0.63	3.82	2.8185186552482038
CCCCn1cnc2c(NC(C)=O)ncnc21	-0.33	-1.08	0.82	-0.63	1.03	-0.18	0.11	-0.24	-0.28	1.08	0.55	1.2708976383078934
CC(C)(C(N)=O)n1nnc2ccccc21	-0.91	0.1	-0.16	0.77	-0.32	-0.18	-0.06	0.23	-0.28	-0.63	0.76	0.7308888632613951
C1CO1	-1.3	-4.35	-1.07	0.19	1.03	-0.18	-0.01	0.12	-0.28	-0.63	-0.3	-0.49901871924754876
CC(=O)n1ncc2c(=O)[nH]cnc21	-1.45	0.86	1.22	0.73	1.7	-0.18	0.08	0.38	-0.28	1.08	-0.35	-0.17975649473104138
CC(C)C[N+](=O)[O-]	-0.74	-0.6	-0.32	0.19	-0.7	-0.18	-0.01	0.12	-0.28	-0.63	1.4	0.9788614281110543
CN(C)C(=O)OCCc1c[nH]c2ccccc12	0.18	0.1	0.21	-1.07	0.64	1.58	-0.37	-0.4	-0.28	-0.63	2.54	2.446800568191512
CCCOCCCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O	-1.52	0.28	-0.04	-0.96	1.6	-0.18	-0.09	-0.02	-0.28	-0.63	0.81	0.17078525175714732
c1ccc2c(c1)COC2	-0.25	-1.36	-1.07	0.19	-0.61	-0.18	-0.01	0.12	-0.28	-0.63	1.76	1.7887373545037644
O=Nc1ccc(O)c(=O)cc1	-0.6	0.55	0.59	0.19	-0.7	-0.18	-0.01	0.12	-0.28	-0.63	0.83	1.2021293922736223
c1ccc(C23CC4CC(CC(C4)C2)C3)cc1	1.26	-0.08	-1.07	0.33	-1.47	-0.18	0.03	0.14	-0.28	-0.63	5.55	4.597565549004331
FC(F)OC(Cl)C(F)(F)F	0.14	0.63	-1.07	0.19	-2.05	-0.18	-0.01	0.12	-0.28	-0.63	2.06	2.5781906778713273
CC(=O)C(=Cc1ccc(Cl)cc1)C(C)=O	0.48	0.01	0.73	0.47	-1.28	-0.18	0.43	1.71	-0.28	2.79	2.32	2.7908779925640763
CCC1(c2ccccc2)C(=O)NC(=O)N1S(=O)(=O)c1ccccc1	0.07	0.79	0.94	0.1	-0.32	-2.39	-0.31	0.2	-0.28	-0.63	2.44	2.308002360803007
Cn1ccc(=O)cc1	-1.07	-1.75	-0.23	0.19	0.45	0.81	-0.01	0.12	-0.28	-0.63	-1.22	0.15544010447619952
Cc1ccc(N=C2NCCN2)c(Cl)c1	-0.18	-0.38	-0.72	-0.13	0.07	-0.18	-0.33	-0.09	-0.28	-0.63	1.8	1.8562667252560459
CC(=O)/C=C/c1ccc(F)cc1	0.19	0.2	-0.22	0.81	-1.38	-0.18	0.45	1.35	-0.28	1.65	2.22	2.144734402907812
NC(Cc1cc(I)c(OCCc2ccc(O)cc2)c(I)c1)C(=O)O	0.65	0.28	-0.19	0.73	0.07	-0.18	0.65	1.44	1.55	-0.06	2.0	3.1616367906782497
CCOC(=O)C1=CCC[N+](C)(C)C1	-0.72	0.63	-0.15	0.95	2.66	2.07	0.01	0.49	-0.28	-0.63	-2.35	0.16569694116201455
CNS(=O)(=O)c1ccc(Cl)cc1	-0.54	-0.32	-1.05	0.34	-1.28	-1.21	-0.06	-0.35	-0.28	-0.63	1.92	1.242095923613922
CC1OC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CC(O)C4(C)C(C6=CC(=O)OC6)CCC54O)C3)OC2C)CC(O)C1O	0.13	1.22	-0.11	0.83	0.16	-0.18	0.35	0.32	3.37	-0.06	1.2	1.9294572931652547
CC1OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)CC(O)C(O)C1O	0.45	1.21	-0.12	0.72	0.07	-0.18	0.24	-0.4	0.63	-0.06	2.51	2.646214685969833
CNC(=O)Nc1ccc(OC)c(Cl)c1	-0.01	-0.03	-0.19	-0.09	0.74	1.44	-0.1	-0.25	-0.28	-0.63	1.76	2.158281919609769
COc1cccc2c1OP(=O)(OCC1C=CC(n3cc(C)c(=O)[nH]c3=O)O1)OC2	-0.05	0.88	1.0	1.72	1.03	-1.44	-1.97	0.39	0.63	-0.63	0.15	1.0380220051873938
Nc1cc(Cl)c(Cl)c(Cl)c1Cl	1.09	-0.51	-1.07	0.19	-1.57	-0.18	-0.01	0.12	-0.28	-0.63	4.27	4.3608848269575775
Clc1cc(Cl)nc(-c2ccccc2)n1	0.82	-0.22	-0.41	0.5	-1.38	-0.18	-0.03	-0.04	-0.28	-0.63	4.17	3.859293168174621
O=[N+]([O-])c1ccc(C2CNC(=S)N2)o1	-0.87	0.46	-0.28	-0.6	0.64	-0.18	-0.35	-0.25	-0.28	-0.06	0.98	0.9944567500090802
CC(=O)c1ccc(Br)cc1	0.33	0.05	-0.2	0.19	-1.66	-0.18	-0.01	0.12	-0.28	1.08	2.43	2.406228138275405
Oc1ccc2c(c1)OCC1c3cc4c(cc3OC21)OCO4	0.38	0.38	-1.07	0.38	1.89	-0.18	0.36	-0.23	-0.28	-0.63	2.61	1.9119610737049137
CC(CCO)CC(F)(F)F	-0.1	-0.42	-1.07	0.19	-0.41	-0.18	-0.01	0.12	-0.28	-0.63	1.61	2.154263556384496
COc1cccc2c1C(=N)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N2CCOCC2)C(O)C(C)O1	-0.96	0.9	1.24	-1.18	1.31	0.55	0.15	0.41	3.37	0.51	1.8	1.3141384607640079
COC1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(CSc3nnnn3C)CSC21	-0.71	3.78	3.11	-1.03	0.45	1.31	1.01	1.35	2.46	0.51	2.31	1.3549686321619385
COC1=CC(=O)c2ccccc2C1=O	-0.32	0.86	0.8	0.98	0.26	0.55	0.09	0.47	-0.28	-0.06	1.35	1.6759862414423354
CCOP(=O)(OCC)SCS(=O)(=O)C(C)(C)C	0.59	2.22	-1.07	-1.82	-0.51	-1.94	-0.28	-1.25	-0.28	-0.63	2.76	2.9433091985117135
CC(C)Nc1nc(=O)n(C(C)C)c(=O)n1C	-1.1	0.01	1.14	0.1	0.55	0.66	0.18	0.41	-0.28	-0.63	0.53	0.6447808411838467
Clc1cc(Cl)c(Oc2ccccc2Cl)cc1Cl	2.46	0.1	-1.07	0.46	-1.57	-0.18	0.07	0.01	-0.28	-0.63	5.97	6.412111765072144
C=CC(=O)O	-1.15	-2.52	-0.32	0.19	1.41	-0.18	-0.01	0.12	-0.28	-0.06	0.35	-0.26811032939976837
CC(C)CCc1ccccc1	0.71	-0.6	-1.07	0.23	-1.38	-0.18	0.01	0.12	-0.28	-0.63	4.9	3.977260116869366
OCCO	-1.95	-3.27	-1.07	0.19	2.27	-0.18	-0.01	0.12	-0.28	-0.63	-1.36	-1.2470303995112206
Oc1cc(-c2ccccc2)on1	-0.05	0.13	-1.07	0.28	0.16	-0.18	-0.08	0.04	-0.28	-0.63	2.55	2.0304305661006143
Cc1nn(-c2cc(CC(Cl)C(=O)O)c(Cl)cc2F)c(=O)n1C(F)F	0.4	0.36	0.77	0.97	-0.8	-0.18	-0.32	1.34	-0.28	1.65	3.36	2.5156093334765877
NC(=O)c1[nH]cc(-c2ccc(Cl)cc2)c1N1CCOCC1	0.09	0.25	0.28	0.9	0.45	-0.18	-0.73	-0.18	-0.28	-0.63	2.4	2.240480754619912
CC(C)CCCCCNc1ncnc2[nH]cnc12	0.53	-0.45	0.18	-0.56	0.55	-0.18	-0.37	-0.4	-0.28	-0.63	4.16	3.095097046129101
CC(C)CC(Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O	0.18	0.06	1.45	-0.99	0.07	-0.18	-1.21	-0.77	-0.28	-0.06	3.25	2.6460676880374643
Cc1nnc(-c2ccccn2)o1	-0.42	-0.26	-0.74	0.95	0.26	-0.18	0.05	0.44	-0.28	1.08	0.46	1.177064578632343
