SMILES	H-050	AATS0d	AATS0i	AATSC0c	AATSC0i	AATSC1c	GATS1v	GATS1se	ESpm02u	EEig04u	SIC3	ZMIC1	B01(C-N)	nAr_NH	nCOO	observed	predicted
CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1	-0.75	0.19	-0.48	-0.3	-0.23	0.05	-0.11	-0.53	1.25	1.05	-0.25	0.99	-0.94	-0.16	-0.32	2.611351503254819	2.5744711318377
COP(=O)(OC)O/C(=C/Cl)c1cc(Cl)c(Cl)cc1Cl	-0.75	0.85	-0.44	0.42	-0.3	-1.41	-0.6	0.55	0.69	0.76	0.21	1.04	-0.94	-0.16	-0.32	2.5666142382391173	2.5624166457589443
O=C1CC(=O)NC(=O)N1	0.77	0.75	0.71	1.98	-0.09	-3.15	-0.63	-0.04	-0.51	-1.38	-0.13	-0.59	1.06	-0.16	-0.32	2.7169627421024516	2.7166140215837262
CCC(C#N)CC#N	-0.75	-1.06	0.25	-0.89	0.0	0.92	0.49	-1.08	-1.3	-1.05	0.38	-1.02	1.06	-0.16	-0.32	2.365768688002193	2.3702790541353003
CC(C)(C)C1CCC(O)CC1	0.01	-0.87	0.23	-0.82	-0.39	0.63	1.33	0.59	-0.09	-0.11	-1.11	-0.59	-0.94	-0.16	-0.32	2.530391821401041	2.513654506799431
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CC[C@]2(O)C(=O)CO	1.54	0.4	-0.06	-0.3	-0.3	0.34	0.17	-0.16	1.57	1.21	0.8	0.41	-0.94	-0.16	-0.32	2.691656043498147	2.6905125800541394
Clc1cc(Cl)c(Cl)cc1Cl	-0.75	1.63	-1.29	-1.08	-0.62	0.83	-1.86	-0.7	-0.29	-0.47	-0.63	0.92	-0.94	-0.16	-0.32	2.615581849445365	2.5650843616751713
Cc1cc2c(C(C)C)cccc2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O	2.3	0.57	-0.49	0.35	-0.22	-0.24	-0.46	0.22	1.83	1.45	-0.1	1.65	-0.94	-0.16	-0.32	2.67407999402218	2.672826144621698
FC(F)(Cl)C(F)(F)Cl	-0.75	2.45	5.88	2.31	5.9	-1.21	-0.84	2.98	-0.51	-2.0	-2.19	0.16	-0.94	-0.16	-0.32	2.2532168125021292	2.2665436809634225
CN(C)CCO	0.01	-1.66	0.86	-0.1	-0.49	0.44	2.41	0.85	-1.77	-2.0	-0.85	-1.26	1.06	-0.16	-0.32	2.330718078732588	2.330203464781775
C=CC(=O)OCCOCC	-0.75	-1.15	0.26	0.42	-0.39	-0.34	1.31	-0.08	-0.93	-0.67	0.43	-0.86	-0.94	-0.16	-0.32	2.3543965920819376	2.351203265698997
CC(=O)c1ccc(C)cc1	-0.75	-0.29	-0.47	-0.89	-0.23	0.83	-0.05	-1.15	-0.4	-0.11	0.57	-0.69	-0.94	-0.16	-0.32	2.4787828675065993	2.472749369233833
O=c1[nH]c(=O)n(C2CCCO2)cc1F	0.01	0.73	0.8	0.81	0.73	-1.11	0.04	-0.4	0.32	0.44	0.94	-0.69	1.06	5.43	-0.32	2.6485063777121614	2.65647192105532
CCOC(=O)c1cc2ccccc2[nH]1	0.01	0.33	-0.32	0.29	-0.12	-0.34	-0.36	-0.23	0.25	0.4	0.82	-0.4	1.06	5.43	-0.32	2.598407458622196	2.597646908025351
CC(=O)OCC(=O)O	0.01	-0.61	0.45	2.9	-0.46	-3.35	0.67	0.28	-1.11	-2.0	0.45	-0.91	-0.94	-0.16	2.52	2.5323083932754162	2.527389669364124
CCOc1ccc([N+](=O)[O-])cc1N	0.77	0.06	0.31	0.68	-0.14	-0.05	-0.16	-0.92	0.0	0.17	0.75	-0.69	1.06	-0.16	-0.32	2.567790710533536	2.56882419402579
CCN(CC)CCOC(=O)c1ccc(N)cc1	0.77	-0.57	0.21	-0.04	-0.21	-0.05	0.58	0.07	0.32	0.4	0.12	-0.27	1.06	-0.16	-0.32	2.523941465459712	2.551338266318357
Clc1cc(Cl)c2c(oc3c(Cl)cccc32)c1Cl	-0.75	2.47	-1.45	-0.3	-0.5	0.54	-1.71	-0.58	0.8	0.86	1.35	1.45	-0.94	-0.16	-0.32	2.6533572544805337	2.653036188828315
O=C(O)C12CC3CC(CC(C3)C1)C2	0.01	0.33	-0.08	-0.17	-0.29	-0.05	0.17	-0.43	0.52	0.84	-1.17	-0.16	-0.94	-0.16	2.52	2.5995009867887746	2.603053134635741
CCNCC	0.01	-2.03	0.79	-0.82	-0.44	0.73	2.49	1.77	-2.47	-2.58	-1.7	-1.28	1.06	-0.16	-0.32	2.3485968911765482	2.3472182461506943
O=C(OC([N+](=O)[O-])[N+](=O)[O-])c1ccccc1	-0.75	0.89	0.24	1.85	-0.09	0.15	-0.35	-1.28	0.32	0.59	0.57	0.03	1.06	-0.16	-0.32	2.6485063777121614	2.581389072391829
CC1CCS(=O)(=O)C1	-0.75	-0.32	0.07	-0.82	-0.17	0.73	0.72	-1.69	-0.51	-1.52	0.14	-0.87	-0.94	-0.16	-0.32	2.4379882502194996	2.4413343576020785
O=C(O)/C=C/CCl	0.01	-0.82	0.04	1.46	-0.42	-2.38	-0.51	0.01	-1.52	-2.0	1.02	-1.06	-0.94	-0.16	2.52	2.551632948680588	2.5526124984903813
CCC(=O)OCC(C)C	-0.75	-1.29	0.33	-0.17	-0.43	-0.05	1.7	-0.41	-0.93	-0.94	-0.44	-0.96	-0.94	-0.16	-0.32	2.304813543394108	2.2791363883554707
O=C(O)c1ccccc1[N+](=O)[O-]	0.01	0.82	-0.11	1.53	-0.09	-0.82	-0.91	-0.92	-0.09	-0.11	1.14	-0.58	1.06	-0.16	2.52	2.6239208932516296	2.6374377785213636
Cc1c(C)c2c3ccccc3ccc2c2ccccc12	-0.75	0.85	-1.06	-1.21	-0.23	1.02	-0.78	-0.08	1.04	1.05	-0.15	1.2	-0.94	-0.16	-0.32	2.6047119317276204	2.6099653052948666
O=C(c1ccccc1)C(F)(F)F	-0.75	0.99	1.4	0.48	3.43	0.05	-0.49	-0.9	0.0	-0.11	0.38	-0.1	-0.94	-0.16	-0.32	2.3676354197905107	2.398173378650017
CCC1CC2CC3c4[nH]c5cc(OC)ccc5c4CCN(C2)C13	0.01	0.42	-0.14	-0.56	-0.15	0.63	0.05	0.34	1.33	1.0	0.8	-0.17	1.06	5.43	-0.32	2.6876627068858356	2.685377884238182
c1ccc2c(c1)ccc1c3ccccc3ccc21	-0.75	1.12	-1.31	-1.15	-0.27	1.02	-1.05	-0.33	0.85	0.72	0.0	1.28	-0.94	-0.16	-0.32	2.725380684914793	2.6544123940553894
O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21	0.01	0.88	-0.75	0.09	-0.21	-0.05	-0.7	-0.25	1.13	0.87	0.71	0.5	-0.94	-0.16	-0.32	2.6485063777121614	2.6425458412604406
Oc1ccccc1C1CCCC1	0.01	-0.22	-0.33	-0.36	-0.25	0.24	-0.05	0.4	0.0	0.28	0.07	-0.38	-0.94	-0.16	-0.32	2.4880569194240474	2.524211969094012
O/N=C/c1ccncc1	0.01	-0.1	0.14	0.35	0.07	0.24	-0.55	-0.34	-0.78	-0.11	1.35	-0.95	1.06	-0.16	-0.32	2.607079544728571	2.61406525096229
CC(=O)NCC1(c2ccccc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1	0.01	0.02	0.01	-0.62	0.21	0.54	0.11	-0.84	1.36	1.1	0.45	1.03	1.06	-0.16	-0.32	2.570134137138968	2.5772108899602073
Oc1ccccc1	0.01	-0.33	-0.54	0.61	-0.22	-0.63	-0.64	0.51	-1.11	-1.44	0.65	-0.85	-0.94	-0.16	-0.32	2.496998797740092	2.4696393557602643
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1	0.01	0.51	-0.69	-0.17	-0.27	0.05	-0.82	-0.24	1.0	1.06	-0.05	1.18	-0.94	-0.16	-0.32	2.5442541306840103	2.55128511497328
CC(C)CC(N)=O	0.77	-1.33	0.62	-0.17	-0.37	-0.43	1.32	-0.22	-1.3	-2.0	-0.68	-1.17	1.06	-0.16	-0.32	2.61294271588699	2.6063426500314213
N#CC(Br)(Br)C(N)=O	0.77	0.84	-0.0	1.53	0.12	-1.5	-2.36	0.76	-0.78	-2.0	0.5	0.48	1.06	-0.16	-0.32	2.5995009867887746	2.6017272751646834
Cc1ccc(Cl)c(C)c1	-0.75	-0.24	-0.54	-1.21	-0.29	0.92	-0.39	-1.14	-0.51	-0.85	-0.12	-0.68	-0.94	-0.16	-0.32	2.3813858660133773	2.409741931169107
CCN(CC)C(=O)c1ccc(O)c(OC)c1	0.01	-0.35	0.08	0.55	-0.24	-0.34	0.5	0.07	0.32	0.4	-0.03	-0.45	1.06	-0.16	-0.32	2.5660248048127206	2.5898884721352995
CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2	0.01	-0.07	0.12	-0.49	-0.21	0.73	0.49	-0.15	0.9	0.84	0.24	-0.32	1.06	5.43	-0.32	2.656720915213298	2.6447862530414046
Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2	3.06	0.92	-0.35	2.31	-0.24	-1.79	-0.98	0.79	1.04	0.97	0.8	0.59	-0.94	-0.16	-0.32	2.6876627068858356	2.6805101020260236
CCN(CCO)C(=O)COC(=O)c1ccccc1	0.01	-0.33	0.03	0.42	-0.23	-0.34	0.36	-0.15	0.39	0.43	0.65	-0.16	1.06	-0.16	-0.32	2.54672769272835	2.5459423241704053
O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl	-0.75	1.8	-0.51	-0.04	-0.23	1.12	-1.79	-1.22	0.0	0.2	1.08	0.46	1.06	-0.16	-0.32	2.5193685270400006	2.5265386351806995
CC#CCC(C)C	-0.75	-1.56	-0.03	-1.21	-0.31	1.02	1.17	1.72	-1.52	-2.0	-0.78	-1.16	-0.94	-0.16	-0.32	2.2558752733914664	2.201203906225338
O=c1c(I)cn(CC(O)CO)cc1I	0.77	0.36	-0.42	0.68	0.13	-0.05	-1.39	0.42	0.17	0.72	0.53	1.0	1.06	-0.16	-0.32	2.637639805358698	2.632788494007202
O=C(O)c1ccc(C(=O)O)nc1	0.77	0.82	-0.11	2.9	-0.09	-3.25	-1.03	0.4	-0.09	-0.11	1.14	-0.54	1.06	-0.16	5.36	2.7219342108540117	2.7198201280311203
Cc1cc2ccccc2n1C	-0.75	0.19	-0.39	-0.82	-0.1	0.83	-0.16	0.57	0.0	0.23	0.52	-0.59	1.06	-0.16	-0.32	2.5180530800797216	2.5187083287369507
CC(C)CCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC(C)C	-0.75	-1.2	0.22	-0.62	-0.38	0.44	1.55	-0.38	0.95	1.06	-1.27	2.0	-0.94	-0.16	-0.32	2.4779167323046356	2.4370561241481785
OCCN(CCO)c1ccccc1	0.77	-0.66	0.13	0.09	-0.24	0.24	0.36	0.72	-0.18	0.13	-0.17	-0.27	1.06	-0.16	-0.32	2.518711301609029	2.5522893248349963
O=C(O)c1ccc([N+](=O)[O-])cc1	0.01	0.82	-0.11	1.46	-0.09	-1.11	-0.91	-0.92	-0.09	-0.11	1.35	-0.58	1.06	-0.16	2.52	2.7119337041617966	2.6962457071246355
CCOc1ccc(/N=C(\C)Nc2ccc(OCC)cc2)cc1	0.01	-0.2	-0.13	-0.1	-0.14	0.24	0.16	0.3	0.8	0.99	0.16	0.51	1.06	-0.16	-0.32	2.666658354789331	2.611958873976492
CC(=O)c1ccccc1O	0.01	-0.01	-0.44	0.48	-0.23	-0.34	-0.44	-0.23	-0.4	-0.11	0.71	-0.77	-0.94	-0.16	-0.32	2.444279064276847	2.5221243249446945
C=C(C)C(C)=O	-0.75	-1.21	0.04	-0.76	-0.33	0.54	0.99	-1.08	-1.52	-2.0	-0.18	-1.24	-0.94	-0.16	-0.32	2.340741474989978	2.3307702210701255
C1CN2CCN1CC2	-0.75	-0.43	0.6	-0.69	-0.22	0.92	1.19	0.71	-0.51	-0.11	-3.61	-0.52	1.06	-0.16	-0.32	2.635634517336094	2.634933210171983
CCC(/C=C/C(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C	0.01	-0.33	-0.04	-1.08	-0.31	0.92	0.78	0.63	1.66	1.39	0.36	1.29	-0.94	-0.16	-0.32	2.646550753640341	2.640677326396082
CC(O)CC(=O)O	0.77	-1.03	0.55	1.66	-0.51	-2.09	0.84	0.45	-1.3	-2.0	0.53	-1.21	-0.94	-0.16	2.52	2.5060312442532577	2.4982336248952683
Cc1cc(/N=N/c2cccc([N+](=O)[O-])c2)ccc1N(C)C	-0.75	0.34	0.04	-0.49	0.02	0.92	-0.09	-1.62	0.85	1.04	0.38	0.33	1.06	-0.16	-0.32	2.540517169592572	2.552050024015202
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl	-0.75	3.19	-1.37	-0.69	-0.87	0.92	-0.1	0.55	0.09	-0.58	-0.14	1.44	-0.94	-0.16	-0.32	2.421850615022958	2.4271292824208186
Ic1ccc(I)c(I)c1I	-0.75	1.63	-3.16	-1.21	-0.47	0.92	-1.98	-1.15	-0.29	-0.76	-0.63	5.17	-0.94	-0.16	-0.32	2.611882555512116	2.625115813335851
COC(=O)c1cccc([N+](=O)[O-])c1	-0.75	0.49	-0.07	0.74	-0.13	-0.14	-0.25	-1.16	0.0	0.02	0.96	-0.57	1.06	-0.16	-0.32	2.5454926727523057	2.5423538687561917
Cc1ccccc1C(C)C	-0.75	-0.71	-0.29	-1.21	-0.25	1.02	0.44	1.04	-0.4	-0.11	-0.47	-0.63	-0.94	-0.16	-0.32	2.3045982263436375	2.3081613825559555
CCNc1nc(Cl)nc(NC(C)C)n1	0.77	-0.31	0.82	0.03	-0.12	-0.92	0.39	0.31	0.09	0.58	0.07	-0.26	1.06	-0.16	-0.32	2.6494808973220154	2.636786720050336
CCCCCCCC(=O)OCCCCC	-0.75	-1.41	0.26	-0.62	-0.4	0.44	1.68	-0.38	-0.29	0.16	-0.57	0.1	-0.94	-0.16	-0.32	2.377215156263061	2.377052682205174
O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1	0.77	0.95	-0.55	-0.23	-0.12	-0.43	-1.32	-0.49	0.69	0.93	0.72	1.13	1.06	-0.16	-0.32	2.723250380383099	2.681546729524222
CC(=O)Nc1ccc(CC(=O)O)cc1	0.77	-0.01	-0.09	0.68	-0.16	-1.11	-0.28	-0.2	0.09	0.59	0.94	-0.53	1.06	-0.16	2.52	2.6494808973220154	2.636401539481747
CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1	0.01	-0.11	-0.16	-0.36	-0.12	0.44	0.03	-0.11	0.75	0.65	0.85	0.13	1.06	-0.16	-0.32	2.567790710533536	2.570033322372188
CCCCCCCOO	0.01	-1.63	0.47	-0.76	-0.48	0.92	1.82	-0.85	-1.3	-0.72	-0.25	-0.68	-0.94	-0.16	-0.32	2.4894662813031285	2.4841778257158933
CC(=O)N(C)c1ccccc1C	-0.75	-0.34	-0.1	-0.62	-0.17	0.44	0.36	-0.66	-0.09	0.28	0.36	-0.6	1.06	-0.16	-0.32	2.5167336366163866	2.518729904031
NC(=O)c1ncccc1O	1.54	0.35	0.26	1.92	0.01	-1.99	-0.98	0.49	-0.4	-0.11	1.13	-0.99	1.06	-0.16	-0.32	2.670385027721014	2.671380423953121
CN1C2CCC1C(C(=O)O)C(O)C2	0.77	0.05	0.33	0.55	-0.31	-0.43	0.47	0.13	0.32	0.45	0.57	-0.67	1.06	-0.16	2.52	2.679564160112239	2.676877637299453
Nc1ccc(N=O)cc1	0.77	0.09	0.14	-0.17	0.07	0.05	-0.87	-1.07	-0.64	-0.52	1.11	-0.79	1.06	-0.16	-0.32	2.649967338324824	2.6054215660628794
FC(Cl)C(F)(F)F	-0.75	1.22	6.08	1.98	5.66	-1.11	-0.05	1.09	-0.93	-2.0	-0.05	-0.49	-0.94	-0.16	-0.32	1.8701111553644008	2.172302473257672
C1CCC(CCCCC2CCCCC2)CC1	-0.75	-1.04	0.09	-1.28	-0.34	1.02	1.24	1.78	0.25	0.36	-2.67	1.13	-0.94	-0.16	-0.32	2.4550733759211245	2.4456312449065254
CCOC(=O)COc1cc(Cl)c(Cl)cc1Cl	-0.75	0.44	-0.39	0.61	-0.37	-0.34	-0.69	-0.27	0.32	0.52	0.69	0.37	-0.94	-0.16	-0.32	2.5278231640126587	2.5222699297516287
CN(C)C(=S)SC(=S)N(C)C	-0.75	-0.68	-0.18	-0.36	0.39	0.44	0.01	0.62	-0.4	-0.3	-2.53	-0.04	1.06	-0.16	-0.32	2.5828017176654714	2.5875755356093935
CC(C)CCCCCCCO	0.01	-1.58	0.34	-0.89	-0.43	0.73	1.84	0.73	-0.78	-0.31	-0.76	-0.4	-0.94	-0.16	-0.32	2.444279064276847	2.434293374475193
Cc1cccc(C(N)=O)c1	0.77	-0.15	-0.18	-0.1	-0.11	-0.34	-0.45	-0.33	-0.4	-0.11	0.75	-0.79	1.06	-0.16	-0.32	2.5660248048127206	2.571013314879184
CCOC(=O)N1CCN(C(=O)OCC)CC1	-0.75	-0.5	0.54	0.74	-0.32	-1.5	1.32	-0.14	0.25	0.28	-1.41	-0.05	1.06	-0.16	-0.32	2.505353506160186	2.5034377741694644
CN(C)c1ccc([N+](=O)[O-])cc1	-0.75	-0.01	0.23	-0.17	-0.1	0.92	0.23	-1.71	-0.09	-0.11	-0.2	-0.5	1.06	-0.16	-0.32	2.640630482724411	2.5595238780251273
CCNC(=O)NCC	0.77	-1.41	0.88	0.16	-0.37	-1.11	1.65	0.08	-1.3	-1.47	-1.24	-0.94	1.06	-0.16	-0.32	2.5861933356985416	2.583876424595549
N#Cc1cccc(N)c1	0.77	0.09	-0.24	-0.1	0.16	-0.05	-1.05	0.71	-0.64	-0.65	1.11	-0.82	1.06	-0.16	-0.32	2.5151449947648206	2.5172597906721155
Clc1sc(Cl)c(Cl)c1Cl	-0.75	2.65	-1.98	-0.76	-0.64	0.73	1.09	0.24	-0.4	-0.85	-0.14	0.81	-0.94	-0.16	-0.32	2.482373285458582	2.484878084219295
Nc1cnn(-c2ccccc2)c(=O)c1Br	0.77	0.91	-0.25	0.09	0.11	0.05	-1.22	-0.39	0.39	0.49	0.89	-0.02	1.06	-0.16	-0.32	2.69605043980775	2.661080675988024
CCSc1nc(NC(C)C)nc(NC(C)C)n1	0.77	-0.56	0.55	-0.36	-0.02	-0.43	0.7	0.68	0.39	0.7	-0.99	0.1	1.06	-0.16	-0.32	2.577664104732127	2.5577441264369805
O=C1c2ccccc2C(=O)c2c1cccc2[N+](=O)[O-]	-0.75	1.78	-0.86	-0.04	-0.09	0.83	-1.13	-1.66	0.9	0.97	0.49	0.56	1.06	-0.16	-0.32	2.7029902775892602	2.703838099398595
CC(C)OC(C)C	-0.75	-1.54	0.43	-0.82	-0.47	0.73	2.27	0.27	-1.3	-2.0	-2.87	-0.9	-0.94	-0.16	-0.32	2.270329397089858	2.268815198461718
CCCCCCOc1ccccc1	-0.75	-0.96	-0.13	-0.62	-0.29	0.73	0.7	0.16	-0.29	0.08	0.26	-0.17	-0.94	-0.16	-0.32	2.4050901140387224	2.4335075032566618
Cc1ccc(N)c(N)c1	2.3	-0.37	0.24	0.16	-0.06	-0.53	-0.47	2.29	-0.51	-0.85	0.05	-0.81	1.06	-0.16	-0.32	2.559487681797765	2.560957443208329
O=C(Cl)CCC(=O)Cl	-0.75	-0.24	-0.09	0.09	-0.47	-0.05	-0.71	-0.66	-1.11	-2.0	-1.29	-0.23	-0.94	-0.16	-0.32	2.467089898520816	2.4678833798403743
Cc1cccc(F)c1	-0.75	-0.19	0.18	-0.95	1.26	0.83	-0.22	-1.21	-0.78	-1.38	0.77	-0.86	-0.94	-0.16	-0.32	2.269863040554411	2.284294276614718
Cc1cc2c(cc1C)C(=O)c1ccccc1C2=O	-0.75	1.02	-0.94	-0.69	-0.22	0.73	-0.76	-1.25	0.85	1.11	-0.55	0.39	-0.94	-0.16	-0.32	2.684800494194411	2.65221284576687
CC(=O)C(C)(C)C(C)=O	-0.75	-0.74	0.17	-0.62	-0.37	0.63	1.18	-1.1	-0.51	-2.0	-1.65	-0.81	-0.94	-0.16	-0.32	2.465605890646286	2.4636770890290243
Clc1nc(Cl)c(Cl)c(Cl)n1	-0.75	2.52	-0.34	0.03	-0.06	-0.53	-0.77	1.29	-0.29	-0.6	1.35	0.69	1.06	-0.16	-0.32	2.5342165443323297	2.530326697360768
NS(=O)(=O)c1cc2c(s1)S(=O)CCC2O	1.54	1.11	-0.41	0.16	0.27	-0.24	-0.94	-0.71	0.58	0.71	0.83	-0.47	-0.94	-0.16	-0.32	2.6416228160292308	2.656641049125733
NC1CCCCC1	0.77	-1.2	0.48	-0.82	-0.33	0.63	1.15	2.03	-1.11	-1.44	-1.07	-0.8	1.06	-0.16	-0.32	2.4073059070182823	2.413257512123762
COC(=O)c1cc(OC)c(OC)c(OC)c1	-0.75	-0.1	-0.01	1.46	-0.31	-0.63	0.56	0.15	0.32	0.34	-0.95	0.16	-0.94	-0.16	-0.32	2.551632948680588	2.548463356322002
CCOC(CN)OCC	0.77	-1.47	0.74	-0.1	-0.48	0.15	2.0	0.64	-1.11	-0.83	-0.81	-0.88	1.06	-0.16	-0.32	2.2903685556172673	2.3975699320438055
CCCCCCCCCCCC(=O)Oc1ccccc1	-0.75	-0.94	-0.06	-0.76	-0.3	0.54	0.83	-0.43	0.39	0.53	-0.78	0.81	-0.94	-0.16	-0.32	2.473705886887772	2.468438460656616
N#Cc1ccc(Cl)cc1N	0.77	0.56	-0.34	-0.1	0.1	-0.05	-1.5	-0.09	-0.4	-0.43	1.11	-0.74	1.06	-0.16	-0.32	2.637639805358698	2.6234011076047645
O=C1c2ccccc2C(=O)c2cc(S(=O)(=O)O)ccc21	0.01	1.8	-1.01	0.03	-0.11	-0.05	-1.02	-1.06	1.04	1.18	0.21	0.74	-0.94	-0.16	-0.32	2.75826829674409	2.7385669990142665
COc1cc(O)c2c(=O)c(-c3ccc(O)cc3)coc2c1	0.77	1.06	-0.66	1.46	-0.21	-0.63	-0.85	0.22	1.0	1.01	0.97	0.42	-0.94	-0.16	-0.32	2.7098209617099416	2.6937106515307914
CCCCOC(=O)c1ccc([N+](=O)[O-])cc1	-0.75	-0.1	0.01	0.16	-0.2	0.15	0.19	-1.27	0.25	0.34	0.81	-0.42	1.06	-0.16	-0.32	2.4894662813031285	2.491431477354755
CC(C)S(=O)(=O)O	0.01	-0.66	0.42	-0.04	-0.25	-0.63	1.14	-0.91	-0.93	-2.0	-1.01	-0.87	-0.94	-0.16	-0.32	2.373187949912719	2.4137181163907733
COc1ccc(C)c([N+](=O)[O-])c1	-0.75	0.13	0.03	0.29	-0.17	0.63	0.05	-1.32	-0.09	-0.11	0.62	-0.77	1.06	-0.16	-0.32	2.462622574900549	2.4804221940666533
O=C(O)CCCCCCCCC(=O)O	0.77	-1.06	0.29	0.68	-0.41	-1.21	0.99	-0.11	-0.29	0.23	-1.13	0.04	-0.94	-0.16	5.36	2.6063276124671915	2.600949445358624
NC(N)=S	2.3	-1.41	1.02	1.98	0.42	-4.03	-1.67	3.36	-2.47	-1.05	-1.61	-1.16	1.06	-0.16	-0.32	2.6581545470672103	2.6547223468799226
Clc1cc2c(Cl)cccc2c(Cl)c1Cl	-0.75	1.87	-1.42	-1.08	-0.53	0.92	-1.74	-1.05	0.39	0.43	1.35	1.34	-0.94	-0.16	-0.32	2.6171576656949442	2.6229315747938218
Clc1cc2c(oc3c(Cl)c(Cl)c(Cl)cc32)c(Cl)c1Cl	-0.75	3.14	-1.6	-0.23	-0.65	0.54	-1.89	-0.32	1.0	0.96	1.19	2.63	-0.94	-0.16	-0.32	2.7098209617099416	2.7071181932990984
Fc1c(F)c(F)c(Br)c(Br)c1F	-0.75	2.8	2.29	0.42	6.6	0.92	-1.86	-0.05	0.09	-0.47	-0.63	1.61	-0.94	-0.16	-0.32	2.4550733759211245	2.4594091180014597
Cl/C=C(Cl)/C(Cl)=C\Cl	-0.75	0.28	-0.84	-1.02	-0.65	1.02	-1.65	-0.35	-1.11	-1.05	-0.78	0.55	-0.94	-0.16	-0.32	2.4299943841517067	2.4291863594058327
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1	0.01	1.31	-0.39	-0.04	0.02	0.34	-1.02	-1.31	1.04	1.02	1.08	0.31	1.06	-0.16	-0.32	2.708123336243727	2.706681757418847
COc1ccccc1NC(=O)CC(C)=O	0.01	-0.16	-0.07	0.29	-0.18	-0.05	0.11	-0.39	0.17	0.38	0.64	-0.47	1.06	-0.16	-0.32	2.555275870769318	2.5633559921179017
CCOC(=O)COC(=O)c1ccccc1OC(C)=O	-0.75	0.04	-0.16	1.14	-0.27	-1.11	0.23	-0.25	0.52	0.72	0.69	-0.03	-0.94	-0.16	-0.32	2.5114154072087747	2.5067265132243564
O=C(O)c1ccc2c(c1)C(=O)c1ccccc1C2=O	0.01	1.61	-1.05	0.55	-0.23	-0.53	-1.21	-0.67	0.9	1.16	0.09	0.81	-0.94	-0.16	2.52	2.7513945924780803	2.7605956886996457
NC(=O)C1c2ccccc2CCc2ccccc21	0.77	0.51	-0.59	-0.56	-0.12	0.34	-0.69	-0.46	0.75	0.5	-0.52	0.45	1.06	-0.16	-0.32	2.6689912701643848	2.666531836665175
NS(=O)(=O)c1ccc(N2C(=O)CC(c3ccccc3)C2=O)c(Cl)c1	0.77	1.21	-0.48	-0.23	-0.0	-0.05	-0.8	-1.02	1.25	1.17	0.95	0.65	1.06	-0.16	-0.32	2.6804714924842656	2.6830728326827176
O=C1CC(C(=O)O)CC(=O)C1=C(O)C1CC1	0.77	0.6	-0.15	1.2	-0.27	-0.92	-0.37	-0.3	0.58	0.72	0.19	-0.19	-0.94	-0.16	2.52	2.6207084880206173	2.6448778532828667
CCCCC(O)(CCCC)CCCC	0.01	-1.41	0.3	-0.95	-0.42	0.73	1.81	0.77	-0.18	0.22	-1.59	0.31	-0.94	-0.16	-0.32	2.467089898520816	2.450757800114888
COc1ccc(NC(=O)N(C)C)cc1Cl	0.01	-0.06	0.16	0.35	-0.18	-0.53	0.06	-0.12	0.25	0.34	0.18	-0.53	1.06	-0.16	-0.32	2.6016798173058957	2.597083356338939
COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1	0.77	0.92	0.21	1.27	0.2	-1.99	-0.21	-0.15	1.17	1.11	0.55	0.07	1.06	-0.16	-0.32	2.652391404017054	2.651008512044493
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1	1.54	0.25	-0.09	-0.04	-0.1	-0.24	-0.13	-0.72	1.57	1.31	0.6	0.94	1.06	-0.16	-0.32	2.6455696293511513	2.6432008143538894
COc1ccccc1OP(=O)(Oc1ccccc1OC)Oc1ccccc1OC	-0.75	0.47	-0.45	1.14	-0.18	-1.41	-0.02	0.56	1.36	1.45	-1.37	2.19	-0.94	-0.16	-0.32	2.5612803142902894	2.560492130348251
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O	0.01	0.68	-0.68	0.22	-0.21	-0.14	-0.6	-0.4	1.09	0.98	0.72	0.62	-0.94	-0.16	-0.32	2.637639805358698	2.632360312829527
NC(=O)/C=C/C(=O)O	1.54	-0.44	0.51	2.7	-0.25	-4.12	-0.71	0.46	-1.11	-2.0	1.05	-0.94	1.06	-0.16	2.52	2.648993910859345	2.649047253537516
